HS Code,Item (Arabic),Duty Rate (%)
22043010000,بقيمة لا تزيد عن 4 دنانير / لتر,0
22043020000,بقيمة تزيد عن 4 دنانير / لتر ولا تتجاوز 16 دينار / لتر,0
22043090000,بقيمة تزيد عن 16 دنانير / لتر,0
22051010000,بقيمة لا تزيد عن 4 دنانير / لتر,0
22051090000,بقيمة تزيد عن 4 دنانير / لتر,0
22059010000,بقيمة لا تزيد عن 4 دنانير / لتر,0
22059090000,بقيمة تزيد عن 4 دنانير / لتر,0
22060000000,"مشروبات مخمرة أخر ) مثل شراب تفاح أو كمثرى أو محلول العسل أو أرز ""ساكيه"" ) ؛ مخاليط من مشروبات مخمرة ومخاليط من مشروبات مخمرة مع",0
22071000000,كحول إيثيل غير معطل (غير محول عياره الكحولي الحجمي % 80أو أكثر حجماً,0
22072000000,كحول إيثيل معطل وغيره من أرواح الكحولات الإثيلية المعطلة من أي عيار كان,0
22082010000,بقيمة لا تزيد عن 4 دنانير / لتر,0
22082090000,بقيمة تزيد عن 4 دنانير / لتر,0
22083010000,بقيمة لا تزيد عن 4 دنانير / لتر,0
22083020000,بقيمة تزيد عن 4 دنانير / لتر ولا تتجاوز 16 دينار / لتر,0
22083090000,بقيمة تزيد عن 16 دنانير / لتر,0
22084010000,بقيمة لا تزيد عن 4 دنانير / لتر,0
22084090000,بقيمة تزيد عن 4 دنانير / لتر,0
22085010000,بقيمة لا تزيد عن 4 دنانير / لتر,0
22085090000,بقيمة تزيد عن 4 دنانير / لتر,0
22086010000,بقيمة لا تزيد عن 4 دنانير / لتر,0
22086090000,بقيمة تزيد عن 4 دنانير / لتر,0
22087010000,بقيمة لا تزيد عن 4 دنانير / لتر,0
22087090000,بقيمة تزيد عن 4 دنانير / لتر,0
22089050000,كحول إيثيل غير محول يقل عيار .. المستورد من قبل المصانع كمدخلات إنتاج أو للاستخدام الطبي,5
22089091000,بقيمة لا تزيد عن دينار 4 لتر,0
22089099000,بقيمة تزيد عن 4 د/لتر,0
22090010000,خل صالح للاكل وابدال خل صالحة للاكل متحصل عليها من حامض الخليك مستورد.. مصانع كمدخل انتاج,0
22090090000,خل صالح للاكل وابدال خل صالحة للاكل متحصل عليها من حامض الخليك (غ) م ك ),15
23011000000,"دقيق وكسب وكتل (بيليت) من لحوم أو من أحشاء وأطراف، مساحيق قشور (جرو) أسماك ، غير صالحة للاستهلاك البشري",5
23012000000,دقيق وكسب وكتل (بيليت) من أسماك أو قشريات أو رخويات أو من لا فقريات مائية أخر,5
23021000000,نخالة وسفالة ومعالجات أخر من ذرة,0
23023000000,نخالة وسفالة ومعالجات أخر من قمح,0
23024000000,نخالة وسفالة ومعالجات أخر من حبوب أخر,0
23025000000,نخالة وسفالة ومعالجات أخر من بقوليات,0
23031000000,نفايا صناعة النشاء وما يماثلها,0
23032000000,تفالات الشمندر (بنجر) ومصقوص قصب السكر (باجاس) ونفايا صناعة السكر أخر,0
23033000000,رواسب ونفايا صناعة الجعة (البيرة) أو تقطير الكحول,0
23040000000,كسب وغيرها من بقايا صلبة (وإن كانت مجروشة أو بشكل كتل) ناجمة عن استخلاص زيت فول الصويا,0
23050000000,كسب وغيرها من بقايا صلبة (وإن كانت مجروشة أو بشكل كتل) ناجمة عن استخلاص زيت الفول السوداني,0
23061000000,كسب وبقايا صلبة أخر ... من بذور قطن,0
23062000000,كسب وبقايا صلبة أخر ... من بذور كتان,0
23063000000,كسب وبقايا صلبة أخر ... من بذور عباد الشمس,0
23064100000,كسب وبقايا صلبة أخر ... من بذور اللفت (بذور السلجم) او بذور كولزا منخفضة حمض ايروسيك,0
23064900000,كسب وبقايا صلبة أخر ... من بذور اللفت (بذور السلجم) او بذور كولزا ... (غ.م.ك),0
23065000000,كسب وبقايا صلبة أخر ... من جوز الهند أو لب جوز الهند (كوبرا),0
23066000000,كسب وبقايا صلبة أخر ... من جوز النخيل أو من لبه,0
23069010000,كسب وبقايا صلبة أخر ... من ذرة,0
23069020000,كسب وبقايا صلبة أخر ... من سمسم,0
23069030000,كسب وبقايا صلبة أخر ... من زيتون,0
23069090000,كسب وبقايا صلبة أخر ... (غ.م.ك),0
23070000000,ثفل (درد) النبيذ؛ طرطرات خام,0
23080000000,مواد نباتية وفضلات ونفايا ومحصلات ثانوية نباتية ...,0
23091000000,"أغذية للكلاب أو للقطط، مهيأة للبيع بالتجزئة",0
23099010000,"مركزات ومواد علفية أولية (اضافات علفية) لتصنيع العلف، محضرات لتغذية العجول (بدائل حليب)",0
23099020000,بدائل الحليب لتغذية صغار الحيوانات,0
23099030000,أغذية أسماك الزينة,5
23099040000,أغذية الطيور (عدا الدواجن),5
23099050000,أغذية حيوانات أليفة أخر,5
23099090000,محضرات من نوع المستعمل في تغذية الحيوانات (غ.م.ك),0
24011030000,تبغ بأضلاعه غير مصنع المستورد من قبل المصانع كمدخلات انتاج,45
24011090000,تبغ بأضلاعه غير مصنع (غ.م.ك),150
24012030000,تبغ مزال الأضلاع كليا أو جزئيا المستورد من قبل المصانع كمدخلات انتاج,45
24012090000,تبغ مزال الأضلاع كليا أو جزئيا (غ. م.ك),150
24013030000,فضلات تبغ المستوردة من قبل المصانع كمدخلات انتاج,45
24013090000,فضلات تبغ (غ.م.ك),150
24021000000,لفائف غليظة ( سيجار ) أو صغيرة ( سيجار يليوس) محتوية على تبغ,150
24022000100,لفائف عادية (سجائر ) محتوية على تبغ المطروحة للاستهلاك المحلي,150
24022000200,"لفائف عادية (سجائر ) محتوية على تبغ, لغايات التصدير",150
24022000900,لفائف عادية ( سجائر ) محتوية على تبغ المسلمة للقوات المسلحة,150
24029010000,لفائف غليظة ( سيجار ) بانواعها محتوي على أبدال تبغ,150
24029020100,لفائف عادية (سجائر ) محتوية على أبدال تبغ المطروحة للاستهلاك المحلي,150
24029020200,"لفائف عادية ( سجائر ) محتوية على أبدال تبغ ، لغايات التصدير",150
24029020900,"لفائف عادية (سجائر), محتوية على أبدال تبغ المسلمة للقوات المسلحة",150
24031100000,"تبغ الاركيلة ""شيشة"" (معسل) المحدد في ملاحظة بند فرعي (1) .. وإن احتوى على أبدال تبغ بأية نسبة كانت",150
24031910000,"تبغ للتدخين, وإن احتوىعلى أبدال تبغ باي نسبة كانت مستورد.. مصانع كمدخل انتاج لصناعة السجائر",75
24031990100,تمباك,150
24031990200,معسل من أبدال التبغ,150
24031990900,"تبغ مصنع للتدخين, وإن احتوىعلى أبدال تبغ باي نسبة كانت (غ. م.ك)",150
24039110000,تبغ متجانس أو مجدد المستوردة من قبل المصانع كمدخلات انتاج,45
24039190000,تبغ متجانس أو مجدد (غ. م.ك),150
24039930000,خلاصات وارواح التبغ,5
24039940000,تبغ مصنع أخر المستورد من قبل المصانع كمدخلات انتاج ( ع م ك ),45
24039990100,تمباك,150
24039990900,تبغ مصنع آخر (غ.م.ك),150
24041111000,"منتجات تبغ معدة للاستنشاق من خلال الاجهزة الالكترونية او الكهربائية ، غير تامة الصنع المستوردة من قبل المصانع كمدخلات انتاج",75
24041119000,منتجات تبغ معدة للاستنشاق من خلال الاجهزة الالكترونية او الكهربائية,150
24041190000,"غيرها، محتوية على تبغ أو تبغ مجدد",150
24041210100,سوائل معبأة في سجائر الكترونية مستهلكة غير قابل لاعادة التعبئة,5
24041210900,سوائل مستخدمة في السجائر الالكترونية,5
24041290000,"غيرها، محتوية على نيكوتين",5
24041910100,سوائل معبأة بسجائر الكترونية مستهلكة غير قابل لاعادة التعبئة,5
24041910900,سوائل سجائر الكترونية,5
24041990000,غيرها,150
24049100000,للاستخدام عن طريق الفم,0
24049200000,للاستخدام عن طريق الجلد,0
24049900000,غيرها من المنتجات المعدة لادخال النيكوتين للجسم البشري,0
25010000000,ملح (بما فيه ملح الطعام وملح معدل الخواص) وان كان بمحلول مائي أو مضافا إليه مواد مانعة للتكتل أو مواد تزيد في سيولته ؛ ماء بحر,0
25020000000,بيريت حديد غير محمص,0
25030000000,كبريت من جميع الانواع عدا الكبريت المتسامي والمرسب والغروي,0
25041000000,"جرافيت طبيعي، بشكل مسحوق أو قشور",0
25049000000,جرافيت طبيعي (غ.م.ك),0
25051000000,رمال السيليكا ورمال المرو (كوارتز),0
25059000000,رمال طبيعية أخر (غ.م.ك),0
25061000000,مرو (كوارتز) (عدا الرمال الطبيعية),0
25062000000,كوارتزيت (مرو يت),0
25070000000,كاولين وانواع طين الكاولين اخر وان كانت مكلسة,0
25081000000,بنتونايت,0
25083000000,طين حراري,0
25084000000,أنواع طين أخر,0
25085000000,اندلوسيت وكيانيت وسيلمانيت,0
25086000000,موليت,0
25087000000,أتربة شاموت أو ديناس,0
25090000000,طباشير (كربونات الكالسيوم الطبيعية),0
